R4;piO:Simulado;piO:Modelado;piO:Diferença;piO:Porcentagem;
0,049;0,056840259;0,056964;0,000123741;0,2174628631;
0,048;0,055762507;0,055886;0,000123493;0,2212174678;
0,047;0,054680933;0,054805;0,000124067;0,2266355076;
0,046;0,053596848;0,053721;0,000124152;0,2313725113;
0,045;0,052508851;0,052634;0,000125149;0,238055177;
0,044;0,051418286;0,051543;0,000124714;0,2422541614;
0,043;0,050323877;0,05045;0,000126123;0,2503089169;
0,042;0,049226462;0,049353;0,000126538;0,2567228456;
0,041;0,048126003;0,048253;0,000126997;0,2635366543;
0,04;0,047021959;0,047149;0,000127041;0,2698092944;
0,039;0,045914913;0,046042;0,000127087;0,2764055379;
0,038;0,044804297;0,044932;0,000127703;0,2846183858;
0,037;0,043690615;0,043819;0,000128385;0,293419186;
0,036;0,042573338;0,042702;0,000128662;0,3017566462;
0,035;0,041452958;0,041582;0,000129042;0,3108136696;
0,034;0,040329094;0,040458;0,000128906;0,3191252306;
0,033;0,039201728;0,039332;0,000130272;0,3317606417;
0,032;0,038071082;0,038201;0,000129918;0,3406698666;
0,031;0,036937029;0,037068;0,000130971;0,3539516213;
0,03;0,035799634;0,035931;0,000131366;0,3662758648;
0,029;0,034658609;0,03479;0,000131391;0,3783833885;
0,028;0,033514299;0,033646;0,000131701;0,3921989686;
0,027;0,032366339;0,032499;0,000132661;0,4090350935;
0,026;0,031215038;0,031348;0,000132962;0,4250496915;
0,025;0,030060451;0,030193;0,000132549;0,4399714798;
0,024;0,02890204;0,029035;0,00013296;0,4589809904;
0,023;0,027739852;0,027874;0,000134148;0,4824265724;
0,022;0,026574329;0,026709;0,000134671;0,5054901881;
0,021;0,025405315;0,02554;0,000134685;0,5287434183;
0,02;0,024232634;0,024368;0,000135366;0,5570544615;
0,019;0,023056418;0,023192;0,000135582;0,5863205959;
0,018;0,021876521;0,022013;0,000136479;0,621920663;
0,017;0,020693041;0,02083;0,000136959;0,6596771176;
0,016;0,019505853;0,019643;0,000137147;0,7006437711;
0,015;0,01831504;0,018453;0,00013796;0,7504343446;
0,014;0,017120497;0,017259;0,000138503;0,8057302293;
0,013;0,015922284;0,016061;0,000138716;0,8674281228;
0,012;0,014720315;0,014859;0,000138685;0,9377161033;
0,011;0,013514625;0,013654;0,000139375;1,0259996595;
0,01;0,012305188;0,012445;0,000139812;1,1297853576;
0,009;0,011091943;0,011232;0,000140057;1,2547693747;
0,008;0,00987493;0,010016;0,00014107;1,4184354377;
0,007;0,008654086;0,008795;0,000140914;1,6151447703;
0,006;0,007429428;0,007571;0,000141572;1,8875728079;
0,005;0,006200911;0,006343;0,000142089;2,2654656909;
0,004;0,004968536;0,005111;0,000142464;2,8267967891;
0,003;0,003732272;0,003875;0,000142728;3,7524095366;
0,002;0,002492109;0,002636;0,000143891;5,6118541942;
0,001;0,001248024;0,001392;0,000143976;10,9071735711;
